idx,id,name
2659,DB02823,Phosphonoacetic Acid
2660,DB02824,N-Pyridoxyl-Glycine-5-Monophosphate
2661,DB02825,Methylphosphinate
2662,DB02827,"7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid"
2663,DB02828,5-Fluorolevulinic Acid
2664,DB02829,4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid
2665,DB02830,FR236913
2666,DB02831,Dihydrogenphosphate
2667,DB02832,Siroheme
2668,DB02833,[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine
2669,DB02834,IDD552
2670,DB02835,"Alpha-D-Glucose 1,6-Bisphosphate"
2671,DB02836,Guanosine 5'-diphosphate 2':3'-cyclic monophosphate
2672,DB02837,4-(Hydrogen sulfate)-beta-D-galactopyranose
2673,DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate"
2674,DB02839,"2,4-Dihydroxybenzoic Acid"
2675,DB02840,"4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid"
2676,DB02841,[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid
2677,DB02842,9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide
2678,DB02843,alpha-D-glucose-1-phosphate
2679,DB02844,"S-Adenosyl-1,8-Diamino-3-Thiooctane"
2680,DB02845,Methylphosphinic Acid
2681,DB02846,L-thioproline
2682,DB02847,"(2s,3r)-1-Amino-2-Methylbutane-2,3-Diol"
2683,DB02848,"{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol"
2684,DB02849,N-Pyridoxyl-1-Amino-Cyclopropanecarboxylic Acid-5-Monophosphate
2685,DB02850,DAS869
2686,DB02851,Thiocamphor
2687,DB02852,Domoic Acid
2688,DB02853,D-Proline
2689,DB02854,Aetiocholanolone
2690,DB02855,N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline
2691,DB02856,Ethyl N-methylcarbamate
2692,DB02857,Guanosine
2693,DB02858,3-(4-Benzenesulfonyl-Thiophene-2-Sulfonylamino)-Phenylboronic Acid
2694,DB02859,Soraphen A
2695,DB02860,Calyculin A
2696,DB02861,"4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide"
2697,DB02862,Gluco-Phenylimidazole
2698,DB02864,Biliverdin Ix Gamma Chromophore
2699,DB02865,Glucosamine 4-Phosphate
2700,DB02866,Dansylamide
2701,DB02867,D-Mannose 1-phosphate
2702,DB02868,Deacetoxyvinzolidine
2703,DB02869,3-amino-5-phenylpentane
2704,DB02870,N-Allylaniline
2705,DB02871,3-Butylthiolane 1-Oxide
2706,DB02872,"Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone"
2707,DB02873,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One"
2708,DB02875,CRA_1802
2709,DB02876,"3-(4-carbamoyl-1-carboxy-2-methylsulfonyl-buta-1,3-dienylamino)-indolizine-2-carboxylic acid"
2710,DB02877,Arotinoid acid
2711,DB02878,3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid
2712,DB02879,"2,3-Di-O-Sulfo-Alpha-D-Glucopyranose"
2713,DB02880,N-[(1R)-1-(4-Bromophenyl)ethyl]-5-fluoro-2-hydroxybenzamide
2714,DB02881,4-(4-Hydroxy-3-Isopropylphenylthio)-2-Isopropylphenol
2715,DB02882,Cyanocinnoline
2716,DB02883,"2',3'-Dideoxycytidine-5'-Monophosphate"
2717,DB02884,3-Cyclohexyl-L-alanine
2718,DB02885,4-Imino-5-methidyl-2-trifluoromethylpyrimidine
2719,DB02887,Stavudine triphosphate
2720,DB02888,FKB-001
2721,DB02889,"4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose"
2722,DB02890,6-hydroxyuridine-5'-phosphate
2723,DB02891,Tricyclazole
2724,DB02892,L-2-Amino-6-Methylene-Pimelic Acid
2725,DB02893,D-Methionine
2726,DB02894,"Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester"
2727,DB02895,3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol
2728,DB02896,Methylthioinosine
2729,DB02897,Acetylphosphate
2730,DB02898,(5R)-5-{[(2-Amino-3H-purin-6-yl)oxy]methyl}-2-pyrrolidinone
2731,DB02899,N-Carboxymethionine
2732,DB02900,alpha-D-mannose 6-phosphate
2733,DB02901,Stanolone
2734,DB02902,3'-phospho-5'-adenylyl sulfate
2735,DB02903,"1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane"
2736,DB02904,Beta-3-Serine
2737,DB02905,N7-(5'-Phospho-alpha-ribosyl)-2-hydroxypurine
2738,DB02906,"(2s,4s)-Alpha-Campholinic Acid"
2739,DB02907,2-Amino-Vinyl-Phosphate
2740,DB02908,RU78783
2741,DB02909,5-(2-Chlorophenyl)Furan-2-Carboxylic Acid
2742,DB02910,Octanoyl-Coenzyme A
2743,DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine"
2744,DB02912,Propanoyl-CoA
2745,DB02914,Anhydrovitamin A
2746,DB02915,"4-(2,4-Dimethyl-1,3-thiazol-5-yl)-N-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine"
2747,DB02916,"[(2r,3s,4r,5r)-5-(6-Amino-9h-Purin-9-Yl)-3,4-Dihydroxytetrahydro-2-Furanyl]Methyl Sulfamate"
2748,DB02917,N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide
2749,DB02918,Zardaverine
2750,DB02919,"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine"
2751,DB02920,Zn(Ii)-(20-Oxo-Protoporphyrin Ix)
2752,DB02921,(South)-Methanocarba-Thymidine
2753,DB02922,Hexafluoroacetone Hydrate
2754,DB02923,"Biphenyl-2,3-Diol"
2755,DB02924,"(4R)-limonene 1α,2α-epoxide"
2756,DB02925,Piretanide
2757,DB02927,"Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid"
2758,DB02928,3-Amino-6-Hydroxy-Tyrosine
2759,DB02929,K201 free base
2760,DB02930,Adenosine 5'-[gamma-thio]triphosphate
2761,DB02931,CoA-s-acetyl tryptamine
2762,DB02932,(R)-Bicalutamide
2763,DB02933,5'-Deoxy-5'-(Methylthio)-Tubercidin
2764,DB02934,9-(6-deoxy-alpha-L-talofuranosyl)-6-methylpurine
2765,DB02935,Diglyme
2766,DB02936,4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid
2767,DB02937,"Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate"
2768,DB02938,Heptanoic acid
2769,DB02940,"(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid"
2770,DB02941,3-(1-Aminoethyl)Nonanedioic Acid
2771,DB02942,"Inositol 1,3-Bisphosphate"
2772,DB02943,N-(4-Aminobutanoyl)-S-(4-methoxybenzyl)-L-cysteinylglycine
2773,DB02945,alpha-L-iduronic acid
2774,DB02946,Carpropamide
2775,DB02947,2-Fluoro-2'-Deoxyadenosine
2776,DB02948,Fosmidomycin
2777,DB02949,2-Acetyl-Protoporphyrin Ix
2778,DB02950,Hymenialdisine
2779,DB02951,3-Hydroxypyruvic Acid
2780,DB02952,2-aminoisobutyric acid
2781,DB02953,2-Thiomethyl-3-Phenylpropanoic Acid
2782,DB02954,(Carboxyhydroxyamino)Ethanoic Acid
2783,DB02955,Ricinoleic acid
2784,DB02956,Pentasulfide-Sulfur
2785,DB02957,Orotidylic acid
2786,DB02958,Selenomethionine Selenoxide
2787,DB02959,Oxitriptan
2788,DB02960,1-Carboxyethylaminomethyl-4-Aminomethylbenzene
2789,DB02961,Rhamnose
2790,DB02962,Benzimidazole
2791,DB02963,"(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine"
2792,DB02964,"8,9,10-Trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one"
2793,DB02965,Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine
2794,DB02966,Fluoro-Willardiine
2795,DB02967,N-Ethylmaleimide
2796,DB02968,Penicillin G Acyl-Serine
2797,DB02969,5-(2-hydroxyethyl)-4-methylthiazole
2798,DB02970,2-Propyl-Aniline
2799,DB02971,2-Amino-4-(2-Amino-Ethoxy)-Butyric Acid
2800,DB02972,1-Benzyl-(R)-Propylamine
2801,DB02973,4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide
2802,DB02974,4-(4-Chlorophenyl)Imidazole
2803,DB02975,GE-2270A
2804,DB02976,Uridine-5'-diphosphate-2-deoxy-2-fluorogalactose
2805,DB02977,PNU177836
2806,DB02978,Beta-Hydroxyleucine
2807,DB02979,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane"
2808,DB02980,Thymidine-5'-(dithio)phosphate
2809,DB02981,Vitamin B6 Complexed with 2-Amino-Hexanoic Acid
2810,DB02982,Bombykol
2811,DB02983,Para-Mercury-Benzenesulfonic Acid
2812,DB02984,"4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline"
2813,DB02985,8-iodo-guanine
2814,DB02986,"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide"
2815,DB02987,Cysteine-S-acetamide
2816,DB02988,Imino-Tryptophan
2817,DB02989,CRA_10972
2818,DB02990,S-(2-Acetamidoethyl) hexadecanethioate
2819,DB02991,S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea
2820,DB02992,1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol
2821,DB02993,8-Methyl-9-Oxoguanine
2822,DB02994,Cacodylic acid
2823,DB02995,Cyclohexylammonium Ion
2824,DB02996,2-(Thiomethylene)-4-Methylpentanoic Acid
2825,DB02998,Metribolone
2826,DB02999,Quisqualic acid
2827,DB03000,S-9-(2-hydroxypropyl)adenine
2828,DB03001,Peridinin
2829,DB03002,p-Iodophenol
2830,DB03003,Glutathione sulfonic acid
2831,DB03004,"(2S)-2-amino-6-[[(3R,4R)-1-[(1S)-1-carboxy-2-[(S)-methylsulfinyl]ethyl]-2-oxo-4-sulfanylazetidin-3-yl]amino]-6-oxohexanoic acid"
2832,DB03005,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium"
2833,DB03006,Arsanilic acid
2834,DB03007,"9r,13r-Opda"
2835,DB03008,5-fluoro-beta-L-gulosyl fluoride
2836,DB03009,2-{[2-Oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1H)-pyrimidinone
2837,DB03010,Patupilone
2838,DB03011,Adenosine-5'-(Dithio)Phosphate
2839,DB03012,Phenylalanine-N-Sulfonamide
2840,DB03013,N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine
2841,DB03015,"6-hydroxy-1,6-dihydro purine nucleoside"
2842,DB03016,CRA_1801
2843,DB03017,Lauric acid
2844,DB03018,"3,4-dimethylaniline"
2845,DB03019,"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine"
2846,DB03020,5-beta-D-ribofuranosylnicotinamide adenine dinucleotide
2847,DB03021,Ulapualide A
2848,DB03022,"3-[2,6,8-Trioxo-9-[(2R,3S,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate"
2849,DB03023,"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine"
2850,DB03024,2-Methyl-3-(2-Aminothiazolo)Propanal
2851,DB03025,(S)-oct-1-en-3-ol
2852,DB03026,Phosphoglycolohydroxamic Acid
2853,DB03028,1h-Benoximidazole-2-Carboxylic Acid
2854,DB03030,4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole
2855,DB03031,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide
2856,DB03032,S-octylglutathione
2857,DB03033,4-methoxybenzenesulfinate
2858,DB03034,D-Levofloxacin
2859,DB03035,"1,8-Di-Hydroxy-4-Nitro-Anthraquinone"
2860,DB03037,Oxidized Acetyl Dithranol
2861,DB03038,LY341770
2862,DB03039,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide"
2863,DB03040,Nitrilotriacetic acid
2864,DB03041,UDP-alpha-D-glucuronic acid
2865,DB03042,5-Phosphoarabinonic Acid
2866,DB03043,"(S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid"
2867,DB03044,Doramapimod
2868,DB03045,Pantothenyl-Aminoethanol-Acetate Pivalic Acid
2869,DB03046,7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide
2870,DB03047,L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine
2871,DB03048,6-Carboxymethyluracil
2872,DB03049,S-Selanyl Cysteine
2873,DB03051,(S)-2-Tetrahydrofuroic acid
2874,DB03052,Dazoxiben
2875,DB03053,1-Aminocyclopropylphosphonate
2876,DB03054,Bromoform
2877,DB03056,4-Piperidino-Piperidine
2878,DB03057,Malonaldehyde
2879,DB03058,2-Aminobenzyl alcohol
2880,DB03059,Acetoacetyl-CoA
2881,DB03060,Sri-9662
2882,DB03061,(R)-N-(1-Methyl-Hexyl)-Formamide
2883,DB03062,(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone
2884,DB03063,"N-[(2S,3S)-4-[2-[(5S)-3a,4,5,6,7,7a-Hexahydro-1,3-benzodioxol-5-yl]ethyl-[3-(1,3-dioxoisoindol-2-yl)propanoyl]amino]-3-hydroxy-1-phenylbutan-2-yl]-3,5-dimethoxy-4-phenylmethoxybenzamide"
2885,DB03064,"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline"
2886,DB03065,7-Nitroindazole-2-Carboxamidine
2887,DB03066,D-Lactic acid
2888,DB03067,"4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid"
2889,DB03068,Zebularine
2890,DB03069,Cytidine-5'-diphospho-beta-D-xylose
2891,DB03070,Selenazole-4-carboxyamide-adenine dinucleotide
2892,DB03071,4-Methylidene-5-One
2893,DB03072,"2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone"
2894,DB03073,3-Methoxybenzamide
2895,DB03074,7-cyano-7-deazaguanine
2896,DB03075,(Diphosphono)Aminophosphonic Acid
2897,DB03076,"3-[[(3R,4S,5S,6R)-7-Benzyl-4,5-dihydroxy-1,1-dioxo-3,6-bis(phenoxymethyl)-1,2,7-thiadiazepan-2-yl]methyl]-N-methylbenzamide"
2898,DB03077,"3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione"
2899,DB03078,PASBN
2900,DB03079,Alpha-Ribazole-5'-Phosphate Derivative
2901,DB03081,"[N-[N-(4-Methoxy-2,3,6-trimethylphenylsulfonyl)-L-aspartyl]-D-(4-amidino-phenylalanyl)]-piperidine"
2902,DB03082,6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide
2903,DB03083,IC261
2904,DB03084,"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine"
2905,DB03085,Glycolic acid
2906,DB03086,"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide"
2907,DB03087,2-(Sec-Butyl)Thiazole
2908,DB03088,Pidolic acid
2909,DB03090,Ethylaminobenzylmethylcarbonyl Group
2910,DB03091,Isoglutamine
2911,DB03092,5-Hydroxymethyl-Chonduritol
2912,DB03093,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine"
2913,DB03094,"3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On"
2914,DB03095,Tetramethylammonium
2915,DB03096,2-Morpholinoethylamine
2916,DB03097,"PMP-hydroxyisoxazole, pyridoxamine-5-phosphate-hydroxyisoxazole"
2917,DB03098,[Methylseleno]Acetate
2918,DB03099,5-Amino 6-Nitro Uracil
2919,DB03100,6-Nitroindazole
2920,DB03101,Ribose-1-Phosphate
2921,DB03102,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid"
2922,DB03103,Thymidine-5'- Diphosphate
2923,DB03104,2-[4-[(Z)-2-Acetamido-3-oxo-3-[[(3S)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid
2924,DB03105,L-Pentahomoserine
2925,DB03106,scyllo-inositol
2926,DB03107,beta-Alanine
2927,DB03108,4-phospho-D-erythronic acid
2928,DB03109,2-acetylamino-2-deoxy-b-D-allopyranose
2929,DB03110,2-Chlorophenol
2930,DB03111,Glucosamine 1-Phosphate
2931,DB03112,"6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid"
2932,DB03113,3-Fluoro-2-(Phosphonooxy)Propanoic Acid
2933,DB03114,PAS219
2934,DB03115,"5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide"
2935,DB03116,5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate
2936,DB03117,2-carboxypropyl-coenzyme A
2937,DB03118,(2Z)-1-(5-Chloro-1H-indol-3-yl)-3-hydroxy-3-(1H-tetrazol-5-yl)-2-propen-1-one
2938,DB03120,p-Toluenesulfonic acid
2939,DB03121,(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid
2940,DB03124,5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid
2941,DB03125,"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium"
2942,DB03126,Mant-Adp
2943,DB03127,Benzamidine
2944,DB03128,Acetylcholine
2945,DB03129,"Diamino-N-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium"
2946,DB03130,S-P-Nitrobenzyloxycarbonylglutathione
2947,DB03132,3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid
2948,DB03133,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole"
2949,DB03134,L-2-aminopimelic acid
2950,DB03135,[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid
2951,DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine
2952,DB03137,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine"
2953,DB03138,Perchlorate
2954,DB03139,"6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid"
2955,DB03140,4-Carboxyphenylboronic Acid
2956,DB03141,"3-{[(5R,6R)-5-Benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonitril"
2957,DB03142,Alpha-L-Arabinose
2958,DB03143,Nonan-1-Ol
2959,DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine
2960,DB03145,4-Methyl-5-Hydroxyethylthiazole Phosphate
2961,DB03146,2-deazo-6-thiophosphate guanosine-5'-monophosphate
2962,DB03147,Flavin adenine dinucleotide
2963,DB03148,Adenosine 5'-methylenediphosphate
2964,DB03150,"2',3'-Dideoxythymidine-5'-Monophosphate"
2965,DB03151,mu4-sulfido-quadro-tetracopper
2966,DB03152,B-2-Octylglucoside
2967,DB03153,"3H-pyrazolo[4,3-d]pyrimidin-7-ol"
2968,DB03154,{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid
2969,DB03155,2'-fluoro-2'-deoxyuridine 3'-monophosphate
2970,DB03156,beta-D-glucuronic acid
2971,DB03157,"N,O-didansyl-L-tyrosine"
2972,DB03158,"D-Myo-Inositol-1,4-Bisphosphate"
2973,DB03159,CRA_8696
2974,DB03160,N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate
2975,DB03161,Thymidine-5'-diphospho-beta-D-xylose
2976,DB03162,"4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid"
2977,DB03163,2-oxopropyl-CoM
2978,DB03164,6-amino-1-methyl-7H-purin-1-ium
2979,DB03165,2-Dimethylamino-Ethyl-Diphosphate
2980,DB03166,Acetic acid
2981,DB03167,Pentabromophenol
2982,DB03168,Nicotinamide adenine dinucleotide cyclohexanone
2983,DB03169,(S)-Hmg-Coa
2984,DB03170,Dephospho Coenzyme A
2985,DB03171,Indole-3-Propanol Phosphate
2986,DB03172,Tubercidin
2987,DB03173,CRA_10433
2988,DB03174,Phosphonoacetaldehyde
2989,DB03175,Propyl alcohol
2990,DB03176,KB-141
2991,DB03177,5-methylbenzimidazole
2992,DB03178,"Guanosine-2',3'-cyclophosphorothioate"
2993,DB03179,Sinapoyl coenzyme A
2994,DB03180,"4,5-Dimethyl-1,2-phenylenediamine"
2995,DB03181,"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione"
2996,DB03182,alpha-Fluoro-carboxymethyldethia coenzyme A complex
2997,DB03183,"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester"
2998,DB03184,5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid
2999,DB03185,"1-Beta-Ribofuranosyl-1,3-Diazepinone"
3000,DB03186,Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate]
3001,DB03187,6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid
3002,DB03189,Cu-Cyclam
3003,DB03190,6-o-Capryloylsucrose
3004,DB03191,3-Oxiran-2ylalanine
3005,DB03192,(R)-3-hydroxydecanoyl-CoA
3006,DB03193,Stearic acid
3007,DB03194,Methyl beta-L-fucopyranoside
3008,DB03195,3'-Fluoro-3'-deoxythymidine 5'-monophosphate
3009,DB03196,4-Nitrophenyl-Ara
3010,DB03197,6-Hydroxymethylpterin
3011,DB03198,Thio-Maltohexaose
3012,DB03199,4-Methoxy-E-Rhodomycin T
3013,DB03200,7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate
3014,DB03201,D-Cysteine
3015,DB03202,"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide"
3016,DB03203,Sphingosine
3017,DB03204,4-amino-5-aminomethyl-2-methylpyrimidine
3018,DB03205,Pyrroloquinoline Quinone
3019,DB03206,Duvoglustat
3020,DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid"
3021,DB03208,"Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose"
3022,DB03209,Oteracil
3023,DB03210,4-Aminohydrocinnamic Acid
3024,DB03211,(3-Formyl-but-3-Enyl)-Phosphonic Acid
3025,DB03212,4-Deoxyglucarate
3026,DB03213,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone
3027,DB03214,Vinylglycine
3028,DB03215,"(2s,5s)-5-Carboxymethylproline"
3029,DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine"
3030,DB03217,DPI59
3031,DB03218,N-acetyl-N'-beta-D-glucopyranosyl urea
3032,DB03219,11-Deoxy-Beta-Rhodomycin
3033,DB03220,FR-234938
3034,DB03221,AL7099A
3035,DB03222,dATP
3036,DB03223,Diphthamide
3037,DB03224,2-Formyl-Protoporphryn Ix
3038,DB03225,D-Tryptophan
3039,DB03226,Trifluoroethanol
3040,DB03227,Nicotinamide Mononucleotide
3041,DB03228,"5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide"
3042,DB03229,alpha-Ketoisocaproic acid
3043,DB03230,Adenosine-5'-Propylphosphate
3044,DB03231,"3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide"
3045,DB03232,"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol"
3046,DB03233,3'-deoxy-3'-aminothymidine monophosphate
3047,DB03234,"(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone"
3048,DB03235,N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide
3049,DB03236,(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid
3050,DB03237,"2,3-Dihydroxy-5-Oxo-Hexanedioate"
3051,DB03238,"3,5-Difluoroaniline"
3052,DB03239,"3',5'-Dinitro-N-Acetyl-L-Thyronine"
3053,DB03240,"(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid"
3054,DB03241,1-Amino-1-Carbonyl Pentane
3055,DB03242,P-Aminophenyl-Alpha-D-Galactopyranoside
3056,DB03243,4-Fluorobenzylamine
3057,DB03244,"(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid"
3058,DB03245,S-4-Nitrobutyryl-CoA
3059,DB03246,Beta-L-Arabinose
3060,DB03247,Flavin mononucleotide
3061,DB03248,2-(Phosphonooxy)Butanoic Acid
